id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl
192,144741,18660382,18365909487,24483,7.84,11.06,25225,8.08,22.39,76374,24.47,55.77,0.72,0.72,0.47,0.44,17.88,130.92
193,160222,23544425,23495658211,25095,8.03,11.34,29943,9.58,42.26,80585,25.77,59.39,0.71,0.71,0.46,0.43,16.88,131.09
194,187214,30858684,29107818324,27203,8.64,14.26,28094,8.93,30.72,94834,30.13,77.93,0.71,0.71,0.47,0.43,17.04,129.4
195,209861,34504944,34071909467,29119,9.4,17.16,28881,9.32,38.26,107443,34.67,96.21,0.71,0.71,0.46,0.43,18.25,129.98
196,234572,43383360,43828381660,31620,10.02,19.9,30937,9.8,47.1,123903,39.25,112.8,0.71,0.71,0.47,0.43,20.72,126.94
197,296079,48308645,47118132320,35788,10.45,23.1,50194,14.65,150.74,144679,42.23,134.91,0.7,0.71,0.47,0.42,24.2,125.52
198,307019,55431386,54012014000,38236,10.98,26.21,44916,12.9,80.78,152391,43.78,145.98,0.71,0.71,0.48,0.44,26.62,124.44
199,298903,54354417,54201737101,39333,10.91,25.73,38312,10.63,58.22,153962,42.72,144.59,0.73,0.73,0.48,0.43,27.15,129.93
200,284193,55075776,53227537246,38428,10.66,26.34,39608,10.98,65.01,149323,41.41,143.0,0.72,0.72,0.48,0.43,26.46,129.45
201,301749,58462329,57147916309,40624,11.05,28.91,48741,13.26,97.79,154880,42.12,150.3,0.74,0.74,0.48,0.43,26.5,130.04
202,305564,69637665,69033483649,40813,10.81,25.18,37759,10.0,49.39,160286,42.45,145.37,0.74,0.74,0.48,0.43,27.74,130.04
203,312031,67882044,65722211530,41179,10.63,24.2,37015,9.55,47.98,161970,41.81,144.53,0.74,0.74,0.48,0.43,28.07,130.66
204,331464,73834504,69697995184,43385,10.73,24.52,39642,9.81,48.69,171892,42.52,145.7,0.74,0.74,0.48,0.42,29.5,128.49
205,291626,63098795,59367079487,43725,10.8,23.18,43912,10.85,51.59,156372,38.64,127.41,0.79,0.78,0.43,0.38,20.38,160.4
206,299446,69619056,67747895668,45851,11.1,24.76,48628,11.78,56.81,158935,38.49,125.91,0.78,0.78,0.42,0.38,19.64,168.82
207,318637,80056312,77269871559,48733,11.03,24.64,45214,10.23,37.68,167940,38.01,131.34,0.8,0.79,0.43,0.38,20.95,167.55
208,347908,89623476,86822636194,50959,11.08,25.22,48086,10.45,38.93,179931,39.12,140.34,0.79,0.78,0.43,0.38,21.78,167.38
209,373790,106235375,103958160450,51802,11.26,25.81,48475,10.53,38.02,190198,41.33,149.04,0.78,0.78,0.41,0.37,21.73,167.61
210,372514,94825333,90060674273,51091,11.33,25.55,47872,10.61,32.82,185296,41.08,146.0,0.79,0.79,0.42,0.37,19.73,171.05
211,320645,81143162,78655757310,45513,10.96,23.45,43121,10.38,29.03,161441,38.87,129.03,0.78,0.78,0.41,0.37,18.51,170.14
212,229001,47630260,46608619180,36862,10.12,18.73,35127,9.65,22.37,124256,34.13,99.27,0.78,0.77,0.4,0.37,15.99,171.22
213,168489,30353741,30003805063,29638,9.06,14.7,30922,9.45,21.6,95557,29.2,73.91,0.78,0.78,0.39,0.37,13.23,176.19
214,138434,20205147,19113912216,26221,8.49,12.2,28611,9.27,20.2,79335,25.69,58.12,0.77,0.76,0.38,0.37,11.43,177.24
215,114255,14983085,14847858337,23501,7.94,10.64,25817,8.73,18.78,68411,23.13,49.44,0.78,0.77,0.39,0.38,11.7,174.68
216,104336,11773499,10455833846,22427,7.75,9.84,24692,8.54,18.08,63403,21.92,44.0,0.77,0.77,0.39,0.38,10.99,174.19
217,108842,11942473,11153518236,22463,7.68,9.85,24420,8.35,18.48,64775,22.15,44.2,0.78,0.77,0.39,0.38,10.56,174.59
218,136808,18185698,17519376798,25440,8.66,13.8,25509,8.69,19.48,77720,26.47,61.64,0.77,0.76,0.4,0.38,11.08,169.93
219,169541,22894257,21240988291,28378,9.41,16.12,26361,8.74,23.63,92318,30.62,79.33,0.77,0.76,0.41,0.38,12.66,165.15
220,197552,33516366,33564796828,31289,10.16,19.04,27976,9.09,27.95,110470,35.88,100.49,0.77,0.76,0.41,0.38,13.57,164.65
221,232067,38086964,35833562143,34105,10.55,21.11,30217,9.35,36.03,125696,38.89,118.43,0.77,0.77,0.41,0.38,15.33,161.88
222,251332,41638034,38569551666,36879,10.79,22.52,31611,9.25,33.89,135112,39.54,122.73,0.78,0.78,0.44,0.4,16.9,158.0
223,259248,57022516,58119780710,38562,11.28,23.61,33325,9.75,36.38,140211,41.02,125.17,0.77,0.76,0.42,0.38,17.17,163.19
224,214868,37524816,36566812938,34237,10.43,21.68,28869,8.79,31.19,121221,36.91,112.23,0.77,0.76,0.43,0.4,17.43,163.61
225,213729,40984612,39123858464,34252,10.41,21.14,28828,8.76,29.67,121591,36.96,114.05,0.78,0.77,0.43,0.39,17.58,162.26
226,234307,40169837,36832699802,36741,10.46,21.44,30528,8.69,28.25,131157,37.32,117.54,0.79,0.78,0.43,0.39,18.2,163.98
227,256376,50267126,49407816000,38907,10.71,22.61,33028,9.09,29.64,139919,38.52,123.12,0.78,0.77,0.43,0.39,18.93,164.41
228,256900,55518689,51623543902,39971,10.7,22.03,33838,9.05,28.01,142368,38.1,121.57,0.78,0.78,0.42,0.39,18.31,166.27
229,266116,63863178,61475387588,41781,10.5,21.68,38886,9.77,34.09,146237,36.74,119.77,0.79,0.78,0.42,0.38,19.18,167.37
230,293457,70135024,64248610957,45444,10.95,24.17,43553,10.49,35.16,158935,38.28,126.3,0.78,0.77,0.42,0.38,19.93,166.84
231,299044,72810056,68565376064,46761,10.48,23.09,43384,9.72,29.13,160071,35.86,123.73,0.79,0.78,0.42,0.38,20.12,168.38
232,313927,83092727,79746018889,48643,10.73,24.01,43322,9.56,28.89,167919,37.04,130.69,0.79,0.78,0.43,0.39,21.79,166.63
233,327710,80790810,76639319338,50113,10.79,25.5,47168,10.15,31.87,174415,37.55,135.26,0.79,0.78,0.43,0.39,21.58,166.22
234,315737,76856488,76388865743,48275,10.66,23.63,45587,10.07,37.06,165336,36.51,129.15,0.79,0.78,0.43,0.38,20.75,167.77
235,246931,54995745,53913577915,40708,10.28,21.83,35742,9.02,20.87,135278,34.15,111.35,0.78,0.77,0.42,0.39,18.72,169.04
236,175827,35071911,33009582023,32436,9.5,17.4,28861,8.45,16.76,100059,29.31,84.11,0.78,0.77,0.42,0.39,17.04,168.04
237,135784,26056151,24166344077,26714,8.45,13.94,26331,8.32,16.58,78824,24.92,63.12,0.77,0.77,0.41,0.39,14.49,170.39
238,111547,17898185,17863372272,23077,7.9,11.35,24088,8.25,15.81,65047,22.27,49.24,0.77,0.77,0.41,0.39,12.92,169.76
239,96970,10047679,9747810358,21076,7.51,9.93,22348,7.96,14.34,57623,20.53,41.3,0.78,0.78,0.4,0.39,11.92,170.49
240,93419,9144279,8742779488,20461,7.28,9.5,23155,8.24,17.1,55839,19.86,39.89,0.78,0.77,0.41,0.4,11.01,171.17
241,97054,8380658,7720984288,20697,7.41,9.62,24240,8.68,20.38,57361,20.54,41.51,0.78,0.77,0.4,0.38,11.38,171.39
242,123497,14561763,13708592095,23747,8.17,12.04,25055,8.62,20.89,69948,24.07,55.26,0.77,0.76,0.4,0.39,11.9,167.63
243,138964,17893643,16867203552,25428,8.84,15.46,24903,8.66,23.25,80245,27.91,71.78,0.77,0.77,0.41,0.39,13.26,164.28
244,166967,27320043,27512597448,29337,9.89,19.39,27802,9.37,30.21,98041,33.05,90.77,0.78,0.77,0.42,0.39,14.48,164.15
245,192936,32906395,30015495132,31745,10.12,20.03,28442,9.06,30.27,111799,35.63,101.98,0.77,0.77,0.42,0.39,16.57,162.93
246,194911,31993563,29276973938,32014,10.11,20.18,29108,9.19,30.99,112915,35.66,105.25,0.77,0.76,0.43,0.41,16.71,161.43
247,210442,34630202,32738031323,34031,10.48,21.05,31073,9.57,32.5,121615,37.47,111.69,0.77,0.76,0.43,0.4,17.06,163.37
248,226733,41369855,40270203707,35518,10.59,21.41,32677,9.74,34.89,128351,38.27,117.25,0.77,0.76,0.43,0.4,18.7,158.02
249,242884,43775625,41791772475,37012,10.83,22.47,33165,9.71,36.21,132710,38.84,121.95,0.76,0.76,0.45,0.42,20.28,151.38
250,223426,41004162,39827890661,36428,10.35,21.25,33164,9.42,32.99,128900,36.61,114.02,0.77,0.77,0.44,0.41,20.32,158.02
251,221664,43824374,41400196743,35883,10.3,21.54,34439,9.89,32.49,128028,36.76,114.53,0.78,0.78,0.44,0.41,19.69,161.89
252,263257,52302855,50060500531,40809,11.07,22.91,40356,10.95,40.52,146130,39.63,123.42,0.77,0.77,0.43,0.4,19.67,159.42
253,298690,63076507,61468969530,44651,11.31,23.53,43230,10.95,41.43,158056,40.04,128.82,0.78,0.78,0.42,0.38,20.18,160.9
254,284338,71452959,71812732133,44278,10.78,21.69,42600,10.38,37.11,152960,37.25,120.44,0.78,0.78,0.43,0.39,21.1,160.11
255,279488,71099231,69118280988,44629,10.49,23.04,41703,9.8,33.62,151859,35.7,121.21,0.77,0.77,0.44,0.4,22.99,156.77
256,285677,72867524,72698546990,45868,10.49,23.27,40458,9.25,31.85,153389,35.08,121.92,0.78,0.77,0.43,0.4,23.53,157.53
257,273099,69812241,68862955667,43942,10.23,23.17,38627,8.99,29.69,147401,34.3,120.45,0.77,0.77,0.45,0.4,24.16,156.44
258,305036,78691708,78279210319,46540,10.59,22.74,42168,9.6,31.37,161363,36.73,128.12,0.77,0.77,0.43,0.38,22.27,160.07
259,285630,64548244,63244115972,41749,10.32,21.01,50233,12.42,125.17,142434,35.22,115.79,0.76,0.76,0.42,0.38,20.84,159.33
260,232884,49668077,48458290721,34883,9.98,19.71,30820,8.82,26.25,115042,32.91,100.3,0.77,0.77,0.41,0.38,18.65,162.11
261,169696,32687807,34148187644,28742,9.05,14.96,26530,8.35,22.78,86456,27.22,73.36,0.77,0.76,0.41,0.39,15.7,163.24
262,139445,20045032,19057277153,25093,8.44,12.19,22815,7.67,15.63,71461,24.04,57.02,0.77,0.76,0.41,0.4,13.28,164.92
263,99877,11856993,11555153121,21795,7.74,10.16,20296,7.2,15.1,59126,20.99,46.3,0.76,0.76,0.42,0.4,12.41,165.94
264,95955,11314076,11582941774,21691,7.81,9.6,21637,7.79,17.17,57963,20.86,43.4,0.76,0.76,0.41,0.4,12.22,166.78
265,105890,12534636,12570203676,22692,7.98,10.01,22280,7.83,17.43,61825,21.73,46.06,0.77,0.77,0.41,0.39,12.06,166.38
266,136876,17860091,16757675238,24705,8.4,12.45,21952,7.46,15.97,74445,25.31,61.09,0.76,0.76,0.4,0.39,12.25,163.54
267,149314,20856352,19995695606,28102,9.2,15.98,24388,7.98,20.46,83907,27.47,73.17,0.76,0.75,0.4,0.38,13.53,160.31
268,162855,27557877,27629207514,30168,10.1,18.27,24698,8.27,24.48,94260,31.57,85.07,0.76,0.75,0.42,0.4,14.52,159.98
269,195514,34543196,33168375384,33549,10.95,21.84,27997,9.13,31.67,110492,36.05,105.76,0.75,0.75,0.42,0.39,16.22,160.39
270,206841,37232912,35519618465,35044,10.87,21.76,31650,9.81,36.25,119052,36.92,111.81,0.76,0.75,0.43,0.4,17.79,156.11
271,230052,36177039,34426788218,36071,10.94,21.8,49210,14.92,283.21,122358,37.1,109.91,0.76,0.75,0.43,0.4,18.61,156.92
272,219792,48046350,48302485473,36585,10.72,22.26,33732,9.88,39.57,127695,37.41,112.99,0.75,0.75,0.45,0.41,22.31,146.73
273,211624,44156031,42725934596,36589,10.71,20.67,32710,9.58,35.28,124541,36.47,108.34,0.75,0.75,0.44,0.4,22.2,152.24
274,189457,45891731,44841968701,36203,10.68,19.57,31548,9.3,30.99,114832,33.86,100.59,0.75,0.75,0.43,0.39,19.26,160.53
275,198789,42700658,41550129252,39029,10.97,20.01,33937,9.54,30.26,119618,33.62,99.89,0.76,0.76,0.42,0.39,19.33,162.41
276,202752,43359521,41440527576,39688,10.73,19.74,35649,9.64,30.52,120425,32.56,98.29,0.77,0.76,0.42,0.38,19.71,163.85
277,210336,51336075,49225427994,40077,10.91,20.82,37800,10.29,41.76,123089,33.5,102.8,0.77,0.77,0.42,0.39,20.15,163.4
278,212644,57296775,56435298831,40401,10.76,20.47,37536,9.99,33.65,123614,32.91,102.44,0.77,0.77,0.42,0.38,20.65,163.98
279,225404,58879863,57748592089,42547,10.88,21.06,38733,9.91,34.49,130101,33.27,106.22,0.76,0.76,0.42,0.38,21.58,163.96
280,227996,56316894,53794348985,43357,11.01,21.53,42309,10.74,75.62,130391,33.1,106.22,0.76,0.76,0.42,0.38,22.7,164.62
281,226218,67560393,67196837882,42845,10.76,21.38,37926,9.52,28.53,130190,32.69,107.65,0.76,0.76,0.42,0.38,22.33,164.31
282,228940,66023457,65269589253,43171,10.85,22.55,38999,9.8,30.44,131015,32.92,108.83,0.77,0.77,0.42,0.38,22.43,165.03
283,216198,68542660,70530789035,40857,10.81,22.31,42847,11.33,68.03,121611,32.16,103.93,0.77,0.77,0.41,0.38,20.52,166.58
284,178263,43090042,43078126964,34754,10.16,18.67,34221,10.01,39.96,102659,30.03,88.17,0.76,0.76,0.41,0.38,18.92,166.03
285,142196,39633195,39353834716,29097,9.16,14.98,32132,10.11,49.02,83618,26.32,70.53,0.75,0.75,0.4,0.38,16.92,165.51
286,121637,21796559,21837447614,26544,8.85,13.12,32815,10.94,59.84,71187,23.74,58.44,0.73,0.74,0.39,0.38,14.05,168.67
287,101436,19499597,18714243969,23300,7.96,10.5,30797,10.52,63.07,60082,20.53,44.36,0.75,0.74,0.41,0.39,14.09,167.26
288,89598,12622156,12964917069,22230,7.94,9.77,26675,9.53,78.05,55427,19.81,39.73,0.76,0.75,0.4,0.39,13.24,170.26
289,88237,10570923,10378628363,22603,7.95,9.77,23052,8.11,19.75,56497,19.87,39.81,0.75,0.75,0.4,0.38,12.51,168.65
290,87424,11235526,11758676463,22303,8.04,10.16,22711,8.19,20.34,55938,20.17,40.9,0.75,0.75,0.4,0.39,12.41,169.1
291,99868,10063724,9739202072,23284,8.5,11.9,22147,8.09,20.7,62424,22.79,52.4,0.75,0.74,0.4,0.39,13.13,166.01
292,140797,20237317,19777749136,29386,9.7,16.2,27175,8.97,26.12,83825,27.67,73.17,0.76,0.76,0.4,0.38,13.24,165.31
293,167830,28474094,27895938211,32052,10.17,18.15,28637,9.09,32.25,97311,30.87,85.88,0.76,0.76,0.41,0.38,14.72,163.25
294,182765,36281614,35667838434,34745,10.41,18.78,31851,9.54,33.01,106379,31.88,94.31,0.77,0.76,0.42,0.39,17.01,162.98
295,197324,48223864,49779618557,36662,10.26,19.15,35140,9.83,35.09,112822,31.57,96.53,0.77,0.77,0.41,0.39,18.44,162.72
296,184922,38679998,38077441067,35938,10.03,18.59,32661,9.11,31.48,108546,30.29,92.53,0.77,0.77,0.42,0.39,19.4,164.11
297,195486,46101619,43593085434,38108,10.25,19.32,34947,9.4,33.39,115380,31.03,96.91,0.77,0.77,0.42,0.39,19.44,162.69
298,187732,43776704,43086018923,37804,10.21,19.59,34679,9.36,32.04,111904,30.21,93.26,0.78,0.77,0.43,0.4,19.76,161.82
299,177556,38796357,38191282559,36631,9.92,18.56,35168,9.53,32.8,107108,29.02,89.24,0.77,0.77,0.43,0.4,19.71,162.33
300,168311,39236359,37921577584,35482,9.72,18.56,35371,9.69,39.06,101235,27.74,86.28,0.76,0.76,0.43,0.4,20.0,162.39
301,177860,38607110,36561848348,35989,9.92,18.9,37234,10.26,41.51,104513,28.8,89.59,0.77,0.76,0.43,0.4,21.04,161.96
302,186350,43240630,41230570329,37254,10.12,19.97,36571,9.93,32.64,109610,29.76,94.82,0.76,0.75,0.43,0.39,19.94,162.19
303,208370,51626290,50013933310,40772,10.49,21.17,41420,10.66,36.52,120275,30.95,101.56,0.76,0.76,0.43,0.4,22.07,161.15
304,244053,70878821,69748218280,41834,10.44,21.73,41430,10.34,35.21,134500,33.56,113.08,0.74,0.74,0.46,0.42,26.49,143.52
305,276989,84048137,83446571531,44889,11.02,23.92,46992,11.53,42.35,148652,36.49,125.08,0.74,0.74,0.46,0.42,26.65,138.0
306,274744,82801813,83652678811,44953,11.01,22.96,45844,11.23,39.21,149179,36.55,121.91,0.74,0.74,0.46,0.42,26.18,139.69
307,249987,74802841,73960046059,41233,10.56,21.17,41856,10.72,35.79,135985,34.83,112.3,0.73,0.73,0.46,0.41,24.47,141.14
308,216097,56678094,57585597366,36147,9.95,19.19,36856,10.14,33.32,119587,32.91,99.58,0.72,0.72,0.46,0.42,23.41,136.1
309,175165,41231809,39972548061,30809,9.25,16.39,32494,9.75,32.48,97791,29.35,81.54,0.72,0.72,0.45,0.42,20.92,141.1
310,136879,27734611,27492707345,27024,8.59,13.36,29578,9.4,30.84,80057,25.44,63.39,0.71,0.71,0.46,0.43,18.69,138.87
311,111290,15889300,15772944425,23737,7.87,10.96,27712,9.19,28.85,67729,22.46,50.02,0.7,0.7,0.45,0.43,17.42,139.92
312,95787,16183736,16235680298,21076,7.21,9.71,25480,8.71,28.02,58582,20.03,43.38,0.7,0.71,0.47,0.45,17.18,135.84
313,93346,11815601,12509373413,20188,6.95,9.44,24331,8.38,26.88,57613,19.85,41.53,0.7,0.7,0.47,0.45,16.42,134.01
314,125781,9952974,10047485289,19867,7.03,9.85,52654,18.64,425.26,55533,19.66,40.83,0.69,0.69,0.49,0.47,16.74,132.28
315,108399,13630540,13883825106,21991,7.65,11.55,23503,8.17,33.36,65066,22.62,51.88,0.69,0.69,0.47,0.45,16.58,131.76
316,136364,22110331,22319139086,24892,8.47,14.66,25652,8.73,30.73,79970,27.21,70.62,0.68,0.69,0.48,0.45,17.67,128.91
317,172844,33188777,34378971330,28699,9.35,18.15,27621,8.99,34.22,98469,32.06,92.8,0.69,0.7,0.48,0.45,20.02,128.79
318,215414,49924159,50368220668,34647,10.17,22.02,33747,9.91,41.33,120916,35.5,111.23,0.72,0.72,0.47,0.44,23.25,128.73
319,238359,56605692,57882313146,36796,10.2,22.19,41186,11.42,81.03,131566,36.49,117.62,0.72,0.72,0.48,0.43,25.52,129.35
320,286238,69720006,71940843136,38571,10.17,21.93,78267,20.63,334.65,135144,35.63,117.22,0.73,0.73,0.48,0.43,27.18,129.06
321,253352,65947331,66576944102,39728,10.3,22.91,50374,13.06,78.76,136881,35.5,117.77,0.75,0.75,0.47,0.42,27.78,134.65
322,244312,61355816,61099245423,40433,10.48,24.22,42392,10.99,58.21,137365,35.61,117.82,0.73,0.73,0.47,0.42,28.46,134.59
323,247526,61765162,62427490396,41612,10.44,23.71,42763,10.73,44.6,141256,35.46,116.59,0.75,0.75,0.47,0.42,28.57,136.11
324,216969,55803554,57699543854,38997,10.08,23.21,36631,9.47,39.53,128087,33.12,108.01,0.74,0.75,0.47,0.42,29.61,134.66
325,231079,54423471,54402401285,40651,9.98,23.41,39747,9.76,41.5,134228,32.95,110.49,0.74,0.75,0.48,0.42,29.75,133.8
326,335859,62940551,62137287115,43489,10.14,23.02,102089,23.81,628.46,146813,34.24,116.04,0.74,0.74,0.48,0.42,29.79,133.69
327,303433,80145569,79619748893,46468,10.32,23.61,47042,10.45,55.56,163862,36.41,128.09,0.75,0.75,0.46,0.41,30.55,132.54
328,345363,96802483,96802550523,51284,10.76,26.79,50079,10.5,46.02,183768,38.54,143.06,0.74,0.74,0.47,0.42,31.3,131.54
329,378489,115530905,115502650748,50836,10.69,26.08,49218,10.35,50.24,194322,40.88,154.55,0.73,0.73,0.47,0.41,32.11,131.0
330,389569,116584286,121468969979,52297,11.28,28.11,46047,9.93,40.36,197921,42.68,160.53,0.74,0.74,0.46,0.41,30.11,133.38
331,336541,96023560,98508802731,45367,10.66,24.79,39020,9.17,33.21,169792,39.89,141.26,0.73,0.73,0.47,0.41,28.44,131.53
332,221646,59170295,60096910233,33799,9.37,20.13,27978,7.76,21.98,119554,33.14,107.05,0.72,0.73,0.47,0.43,25.75,131.46
333,178254,47268742,47285738107,29299,8.76,15.64,25498,7.62,19.09,99988,29.89,85.68,0.71,0.71,0.46,0.42,22.28,134.33
334,134794,24455059,24027232492,25128,7.97,12.62,22525,7.14,17.01,79016,25.06,63.36,0.71,0.71,0.47,0.44,20.42,133.48
335,107450,18234787,18384397525,22741,7.61,10.92,20007,6.7,12.93,65626,21.97,49.76,0.72,0.72,0.47,0.44,18.62,136.85
336,114767,15184250,14820716540,22885,7.74,10.6,21016,7.11,14.35,67697,22.9,49.92,0.72,0.72,0.46,0.44,18.32,139.67
337,115807,13929086,14289736250,22987,7.76,11.26,21162,7.14,15.79,68122,22.99,51.83,0.71,0.71,0.46,0.44,16.87,138.93
338,145209,20477872,20241773829,24447,8.26,13.18,21003,7.1,19.64,78962,26.69,65.48,0.7,0.7,0.46,0.44,17.42,134.32
339,168023,23702433,23628545243,26451,8.93,15.44,23485,7.93,29.87,91589,30.93,81.48,0.7,0.69,0.45,0.42,17.1,134.0
340,198886,30163080,30237879777,27722,9.39,17.5,46097,15.62,336.57,98165,33.26,91.59,0.7,0.7,0.48,0.45,18.25,129.56
341,246307,37087418,36236854350,30249,9.79,19.92,69533,22.5,365.9,112288,36.33,106.72,0.71,0.71,0.48,0.45,21.56,128.43
342,236383,41778040,38858422610,33152,10.34,22.01,39031,12.17,138.77,127130,39.65,120.67,0.71,0.71,0.48,0.45,25.87,130.71
343,326357,49521010,44175884737,35163,10.44,22.98,103260,30.66,726.23,132393,39.31,122.15,0.73,0.72,0.48,0.43,25.93,130.54
344,377375,41820905,41113685282,34093,10.07,22.76,138440,40.91,970.59,128844,38.07,122.1,0.72,0.71,0.49,0.45,24.71,126.06
345,283405,44997182,42440604380,31829,9.67,21.21,85271,25.89,577.21,118705,36.05,115.62,0.72,0.72,0.5,0.46,26.41,126.48
346,339382,42093832,40683952903,33378,9.56,21.43,122651,35.13,738.79,125271,35.88,118.83,0.73,0.73,0.49,0.45,25.56,128.88
347,264666,47845164,43967194310,33306,9.45,20.82,61959,17.57,405.02,126385,35.84,119.21,0.74,0.74,0.5,0.45,27.88,126.6
348,222115,46777966,47414394266,34900,9.71,21.4,29878,8.31,38.85,125811,35.01,114.98,0.74,0.74,0.49,0.44,28.01,132.28
349,254251,56212252,56697007192,37874,9.62,21.73,32292,8.2,35.66,140227,35.6,119.73,0.75,0.75,0.48,0.43,29.73,127.61
350,311846,72464303,71749528303,42719,10.18,22.65,45698,10.89,68.33,161709,38.53,133.18,0.74,0.74,0.47,0.41,30.31,133.43
351,371528,91041342,91430424351,46800,10.38,23.85,65677,14.57,144.54,180634,40.08,144.74,0.76,0.76,0.46,0.4,32.05,132.88
352,367367,105491740,107129669046,48212,10.0,23.75,44325,9.2,45.92,186484,38.7,146.93,0.75,0.75,0.47,0.41,33.69,129.71
353,414497,112254034,111525053796,51662,10.56,25.42,44357,9.07,41.62,206199,42.17,161.51,0.74,0.73,0.47,0.4,32.61,129.46
354,398840,107809731,109069277451,49140,10.21,24.15,40697,8.46,35.64,195913,40.72,153.59,0.74,0.74,0.47,0.41,32.73,127.56
355,352661,89035940,89471909771,44290,10.11,22.6,36841,8.41,33.69,172117,39.28,139.01,0.73,0.73,0.47,0.42,29.51,128.94
356,261719,64630541,65501187203,36105,9.43,19.21,28380,7.41,21.59,135813,35.48,115.14,0.72,0.72,0.48,0.43,25.78,130.52
357,184912,41877871,42222083333,29084,8.54,15.12,23826,7.0,16.53,99366,29.19,83.68,0.71,0.71,0.47,0.43,21.4,131.78
358,148946,23837146,24765650576,25100,8.03,12.87,21657,6.93,14.36,80332,25.7,66.43,0.71,0.71,0.47,0.44,19.6,131.8
359,134854,20830133,21850220923,23689,7.75,11.49,21466,7.02,14.07,73385,24.01,57.83,0.73,0.73,0.47,0.44,17.93,133.81
360,124736,14886235,14481011686,22136,7.43,10.77,21137,7.1,16.47,68948,23.14,54.49,0.72,0.72,0.47,0.44,17.11,131.86
361,128986,19639982,18587383327,22634,7.5,10.79,22500,7.46,20.9,71090,23.57,55.52,0.7,0.7,0.47,0.45,16.1,131.81
362,165225,21875683,20932873239,24656,8.26,13.52,22460,7.53,24.65,85411,28.62,72.65,0.71,0.7,0.48,0.44,17.4,128.69
363,184182,25056355,24831119461,26273,8.84,15.84,23969,8.06,32.94,96945,32.62,87.27,0.71,0.71,0.47,0.44,17.98,130.61
364,207853,34200787,34305556963,28940,9.46,18.66,25929,8.47,39.05,112056,36.62,104.87,0.71,0.71,0.48,0.45,20.35,127.58
365,247293,43848221,43977878013,32848,10.08,21.39,29305,8.99,44.34,134119,41.15,126.47,0.71,0.71,0.48,0.44,24.19,127.06
366,263908,44868975,43816560568,34161,10.39,23.26,29570,8.99,45.91,141764,43.1,137.56,0.72,0.73,0.49,0.45,25.35,126.67
367,282166,54911301,55133945036,35132,10.17,22.83,31678,9.17,46.87,148146,42.89,142.1,0.72,0.72,0.49,0.44,27.55,128.76
368,288420,56448803,55165055838,36064,10.33,23.54,34530,9.89,50.84,150021,42.96,143.69,0.73,0.73,0.49,0.45,27.47,126.26
369,306612,61595312,60766010208,38657,10.59,23.19,37335,10.22,52.41,157833,43.22,144.01,0.73,0.74,0.49,0.45,26.56,127.58
370,305046,62331793,61645518034,39412,10.82,23.34,35995,9.88,44.24,160504,44.06,146.58,0.74,0.74,0.46,0.42,25.21,139.54
371,296708,56194287,54963661634,39981,10.58,23.44,35980,9.52,41.75,158182,41.87,140.05,0.75,0.74,0.46,0.42,24.29,140.99
372,320192,67675700,67240913480,42445,10.78,23.27,39369,10.0,43.41,169073,42.96,141.37,0.75,0.75,0.46,0.41,25.73,143.21
373,353002,84974911,86149144817,43181,10.74,24.94,39191,9.75,46.84,179782,44.71,151.75,0.73,0.73,0.49,0.43,30.82,132.59
374,391230,83179822,83054397616,46659,10.84,26.76,61888,14.37,125.36,187732,43.6,151.39,0.74,0.73,0.48,0.42,31.68,130.89
375,448370,106797593,107206892977,52200,11.05,26.41,67564,14.31,127.54,210086,44.48,162.84,0.75,0.75,0.47,0.41,32.34,134.27
376,486609,123709257,125285731005,55740,11.44,30.09,74014,15.19,253.49,223431,45.84,177.39,0.76,0.76,0.46,0.4,33.34,135.36
377,497412,138890446,139702747426,60323,11.98,33.27,58941,11.7,53.73,239023,47.46,184.29,0.76,0.77,0.47,0.41,33.03,133.77
